edad,anos_empresa,salario,satisfaccion,horas_trabajadas,promociones,departamento,abandono
37,6,84324,4,41,0,Finanzas,0
49,1,44527,3,40,1,RR.HH.,1
54,0,33870,2,35,3,Finanzas,1
34,2,51437,4,65,0,RR.HH.,1
46,1,92222,2,61,0,Tecnología,1
57,9,22029,5,34,0,Ventas,0
48,1,36076,4,59,1,Ventas,0
59,7,81953,2,41,2,Operaciones,0
28,11,88438,5,46,0,Finanzas,0
26,2,53138,3,44,1,Ventas,1
52,12,32697,1,39,0,Ventas,1
44,2,92725,4,53,0,Operaciones,1
31,16,83699,2,46,1,Operaciones,1
53,0,67221,4,40,0,Finanzas,0
51,5,40376,4,33,2,Tecnología,0
52,3,54117,5,36,0,Tecnología,0
39,2,52113,3,30,1,Marketing,0
57,5,60955,3,45,2,Operaciones,0
23,6,81118,4,34,0,Tecnología,1
35,0,70829,2,42,0,Operaciones,1
34,0,35607,3,57,0,Operaciones,1
50,6,79776,3,55,0,Tecnología,0
33,5,60636,1,44,1,Tecnología,1
23,16,67367,3,44,1,Ventas,0
53,7,81397,5,61,0,Ventas,0
34,15,34991,5,49,0,Finanzas,0
48,6,54355,1,42,0,Tecnología,1
38,1,45433,1,32,0,Operaciones,1
52,0,26778,2,48,1,Marketing,1
55,7,61240,5,52,1,Ventas,0
45,5,100208,2,39,1,RR.HH.,1
56,0,22000,4,47,1,Operaciones,0
27,2,54418,2,41,0,Operaciones,1
40,15,66529,4,43,1,Operaciones,1
51,3,57215,3,30,0,Tecnología,1
28,2,52963,4,43,1,Tecnología,0
31,3,31614,2,53,1,Finanzas,0
53,1,59190,4,39,2,Marketing,0
55,2,41378,2,45,2,Tecnología,1
49,2,22000,4,38,0,Marketing,0
36,0,76502,5,48,1,Tecnología,0
51,7,72250,2,43,0,Marketing,1
58,2,55929,5,36,1,Finanzas,0
50,8,59123,3,56,3,Tecnología,0
43,9,74337,2,53,1,Finanzas,1
25,1,59038,3,39,0,Tecnología,1
41,5,71272,2,49,0,Tecnología,1
53,3,49645,4,49,1,Ventas,0
57,10,78615,4,50,0,Ventas,0
25,1,60774,2,30,2,Tecnología,0
48,5,58492,3,54,1,Operaciones,0
38,4,32138,4,39,2,Finanzas,0
33,1,60165,5,41,0,Ventas,0
43,0,40024,3,68,0,Operaciones,1
38,5,43510,5,47,0,Finanzas,0
31,6,40323,3,41,1,Marketing,0
22,1,35807,3,30,1,Finanzas,0
43,5,93245,4,57,0,Ventas,0
47,2,78964,3,32,1,RR.HH.,0
39,6,89566,3,35,1,Finanzas,0
35,1,32987,3,42,1,Ventas,0
50,11,56282,4,57,0,Ventas,0
33,1,31716,4,51,0,Ventas,0
57,2,42477,3,43,2,Tecnología,0
56,0,38473,3,47,2,Tecnología,0
33,0,77312,3,39,1,RR.HH.,1
28,3,47867,3,46,0,Ventas,1
50,1,74230,2,45,4,Finanzas,0
32,9,65874,4,53,1,Finanzas,0
54,0,96465,3,53,2,Tecnología,0
27,2,28370,3,49,1,Ventas,1
36,2,77666,2,41,0,Ventas,1
53,0,75635,2,51,2,Tecnología,1
32,0,37479,5,44,2,Ventas,1
44,2,73128,3,35,0,Tecnología,0
47,3,61050,2,41,2,Finanzas,1
55,2,50905,3,45,1,RR.HH.,0
55,3,40169,3,53,1,Ventas,0
50,4,42056,1,43,0,Tecnología,1
25,0,91896,3,34,2,Finanzas,0
38,3,55012,3,45,0,Operaciones,1
56,16,69078,3,46,2,Operaciones,0
34,3,40763,3,46,2,RR.HH.,0
36,5,40962,3,53,0,Tecnología,0
50,1,74475,5,54,0,Tecnología,1
50,7,30707,3,39,0,Operaciones,1
32,7,47526,2,39,2,Ventas,1
53,3,55612,2,35,0,Marketing,1
23,18,57004,3,51,0,Finanzas,0
35,0,51776,4,58,0,Finanzas,0
41,0,62124,2,42,0,Ventas,1
43,7,67471,4,42,3,Finanzas,0
32,8,68223,1,58,1,RR.HH.,1
48,0,37255,3,49,0,Ventas,1
24,1,49885,4,48,1,Tecnología,0
38,0,76505,3,34,1,Operaciones,0
49,1,71103,3,51,0,RR.HH.,0
50,7,30288,2,36,0,Tecnología,1
42,3,61326,4,34,1,Ventas,0
37,2,22000,1,41,2,Finanzas,1
58,2,55844,5,39,2,Finanzas,0
41,0,89159,2,43,1,Finanzas,0
27,1,37937,5,32,0,RR.HH.,0
40,5,39982,3,53,5,Tecnología,0
26,18,68752,4,55,2,Finanzas,0
24,9,27229,3,30,1,Ventas,1
22,0,43610,5,53,1,Marketing,0
59,11,65735,2,37,1,RR.HH.,1
36,7,43582,2,52,0,Tecnología,1
55,7,50752,3,44,1,Tecnología,1
56,3,68395,1,45,1,Operaciones,0
46,2,62587,2,43,0,Ventas,1
45,1,59802,5,55,0,Tecnología,1
33,0,48895,5,33,1,Finanzas,1
39,1,61661,3,50,1,Tecnología,0
36,1,52772,5,54,0,Operaciones,0
37,3,63240,3,51,0,Ventas,0
48,6,46055,2,65,0,Operaciones,1
29,3,51713,4,40,2,Ventas,0
46,0,37180,4,53,0,Ventas,1
38,15,54369,5,44,0,Operaciones,0
50,14,40401,2,56,2,RR.HH.,1
29,7,34947,4,44,1,Tecnología,0
36,23,59655,1,41,0,Ventas,0
48,3,58829,2,56,1,Finanzas,1
28,16,69091,1,40,1,RR.HH.,1
24,0,47239,5,32,1,Marketing,0
50,2,62344,4,40,1,Marketing,1
45,1,64914,4,50,3,Finanzas,0
24,1,63005,3,57,1,Tecnología,1
41,0,40138,3,46,0,RR.HH.,0
36,4,57688,2,56,0,Finanzas,0
46,7,61554,3,32,0,Ventas,1
51,4,55129,3,41,1,Tecnología,1
35,0,22000,4,42,1,Ventas,0
28,8,57888,3,43,1,Ventas,0
38,5,94825,1,45,0,Ventas,1
41,2,48519,1,51,1,RR.HH.,1
57,5,41894,2,40,3,Operaciones,0
30,1,61720,3,46,0,RR.HH.,0
59,2,60622,5,44,0,Tecnología,0
43,12,76469,4,36,0,Ventas,0
23,1,32358,4,43,0,RR.HH.,1
45,3,68164,3,43,1,Tecnología,1
29,11,65627,3,43,2,Finanzas,0
32,6,52441,2,45,0,Marketing,1
34,0,61096,5,45,0,Ventas,0
38,0,73530,4,41,1,Ventas,0
29,0,70701,2,56,1,RR.HH.,0
42,4,34425,3,34,2,Marketing,1
39,2,69762,3,38,0,Operaciones,0
51,0,53835,4,70,0,Operaciones,0
39,15,56311,5,35,1,Tecnología,0
52,3,56317,3,32,0,Marketing,0
59,1,52295,3,51,0,Ventas,1
53,3,76450,1,30,0,Ventas,1
32,5,53493,1,42,1,Operaciones,1
